Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
04:36:34 PM,-45.78,-66.66,-19.17,-8.01,18.6,-6.29,-18.6,-37.48
04:36:34 PM,-45.78,-66.66,-18.88,-7.44,19.17,-6.29,-18.6,-37.48
04:36:34 PM,-45.78,-66.66,-17.74,-6.58,20.89,-6.29,-18.6,-37.48
04:36:34 PM,-45.78,-66.66,-15.45,-5.44,23.17,-6.29,-18.6,-37.48
04:36:34 PM,-45.78,-66.66,-14.02,-3.72,25.46,-6.29,-18.6,-37.48
04:36:34 PM,-34.62,-60.65,-12.02,-1.43,28.32,2.29,-6.01,-29.75
04:36:34 PM,11.16,-52.64,-10.3,0,30.61,37.19,26.89,-2.86
04:36:34 PM,29.18,-46.35,-7.72,1.14,32.9,48.64,40.63,18.02
04:36:34 PM,29.75,-45.78,-8.01,2,33.19,48.92,41.2,20.6
04:36:34 PM,29.75,-45.78,-7.72,2.29,33.19,48.92,41.2,20.6
04:36:34 PM,29.75,-45.49,-8.87,1.14,31.76,48.92,41.2,20.6
04:36:34 PM,29.75,-45.49,-11.73,0,29.18,48.92,41.2,20.6
04:36:34 PM,30.04,-46.06,-13.16,-0.29,27.75,48.92,41.2,20.89
04:36:34 PM,28.04,-66.38,-14.88,-0.29,26.89,48.07,38.62,18.6
04:36:34 PM,7.72,-83.54,-14.88,0.29,28.04,32.33,21.74,4.01
04:36:34 PM,0.57,-80.39,-15.45,1.14,28.32,18.02,12.02,-6.87
04:36:34 PM,0.57,-80.39,-17.17,1.14,27.75,16.59,10.59,-10.3
04:36:34 PM,0.57,-80.39,-16.59,2,28.9,16.59,10.59,-10.3
04:36:34 PM,0.57,-80.39,-14.88,3.15,31.47,16.59,10.59,-10.3
04:36:34 PM,0.57,-80.39,-12.59,4.01,34.05,16.59,10.59,-10.3
04:36:34 PM,0.57,-80.39,-11.44,4.86,35.48,16.59,10.59,-10.3
04:36:34 PM,0.57,-76.68,-9.73,5.15,36.62,16.88,11.16,-10.01
04:36:34 PM,11.44,-52.36,-8.87,4.86,36.91,28.32,25.46,2
04:36:34 PM,29.18,-30.9,-6.58,5.15,38.34,48.07,42.92,25.18
04:36:34 PM,31.76,-23.17,-3.15,4.86,40.05,52.64,48.92,39.2
04:36:34 PM,32.04,-23.17,-1.43,4.86,40.91,52.64,48.92,39.77
04:36:34 PM,32.04,-23.17,-0.29,5.72,41.2,52.64,48.92,39.77
04:36:34 PM,32.04,-23.17,0.29,7.72,42.06,52.64,48.92,39.77
04:36:34 PM,31.76,-23.17,1.72,10.87,44.35,52.64,48.92,39.77
04:36:34 PM,31.76,-24.03,3.15,12.87,46.63,52.64,48.92,39.77
04:36:34 PM,28.61,-33.76,3.72,13.16,47.21,49.5,45.49,37.48
04:36:34 PM,3.15,-44.06,3.43,13.16,46.35,29.18,28.9,22.32
04:36:34 PM,-10.01,-48.92,0.86,12.59,44.92,12.59,13.16,2.86
04:36:34 PM,-10.01,-49.21,-1.14,11.44,44.35,11.73,12.3,0.29
04:36:34 PM,-10.01,-49.21,-2.29,9.73,43.49,11.73,12.3,0.29
04:36:34 PM,-10.01,-49.21,-2,8.87,44.06,11.73,12.3,0.29
04:36:34 PM,-10.01,-49.21,-0.57,8.87,44.92,11.73,12.02,0.29
04:36:34 PM,-10.01,-49.21,1.14,9.16,46.06,11.73,12.02,0.29
04:36:34 PM,-9.16,-41.48,2.57,10.3,47.21,14.02,14.88,2
04:36:34 PM,8.87,-21.74,4.29,11.44,48.64,41.2,32.62,15.74
04:36:34 PM,27.75,-12.02,7.15,13.45,50.64,61.51,47.49,30.33
04:36:34 PM,29.18,-10.3,9.73,15.74,53.22,63.23,49.78,33.47
04:36:34 PM,29.18,-10.3,12.87,18.02,55.22,63.23,49.5,33.47
04:36:34 PM,29.18,-10.3,15.16,20.6,56.65,63.23,49.78,33.47
04:36:34 PM,29.18,-10.3,15.74,22.03,56.65,63.23,49.78,33.47
04:36:34 PM,29.47,-11.16,15.45,22.32,56.65,63.23,49.78,33.47
04:36:34 PM,28.61,-36.34,15.45,23.75,56.36,63.23,49.5,33.19
04:36:34 PM,1.14,-88.69,15.16,26.04,57.22,48.92,29.75,18.02
04:36:34 PM,-46.06,-115.87,14.59,28.32,58.08,8.87,-9.16,-17.74
04:36:34 PM,-53.22,-120.16,15.16,30.04,58.36,-1.72,-21.17,-30.61
04:36:34 PM,-53.22,-120.16,17.17,31.19,59.51,-1.72,-21.17,-30.9
04:36:34 PM,-53.22,-120.16,19.45,32.62,60.94,-1.72,-21.17,-30.9
04:36:34 PM,-53.22,-120.16,21.74,33.76,62.37,-1.72,-21.17,-30.9
04:36:34 PM,-53.22,-120.16,23.46,34.05,63.23,-1.72,-21.17,-30.9
04:36:34 PM,-53.22,-119.02,24.32,33.47,63.23,-1.72,-21.17,-30.9
04:36:34 PM,-44.92,-100.71,25.75,32.62,62.37,3.72,-11.73,-25.75
04:36:34 PM,-7.72,-84.97,27.18,31.47,61.8,30.04,18.02,-3.15
04:36:34 PM,7.15,-73.81,29.18,29.75,62.37,40.34,33.47,18.31
04:36:34 PM,8.01,-72.96,28.61,27.75,60.65,40.63,34.05,20.6
04:36:34 PM,7.72,-73.24,25.75,25.18,58.08,40.63,34.05,20.6
04:36:34 PM,7.72,-73.24,23.46,22.89,55.5,40.34,34.05,20.6
04:36:34 PM,7.72,-73.24,20.89,21.17,52.64,40.34,34.05,20.6
04:36:34 PM,7.72,-84.11,18.02,19.17,49.5,40.34,33.76,20.6
04:36:34 PM,8.01,-121.59,14.88,16.31,45.78,39.48,31.47,18.02
04:36:34 PM,13.73,-127.89,12.02,13.16,41.77,22.89,15.74,0.29
04:36:34 PM,19.45,-127.89,6.87,9.16,36.34,7.15,4.01,-16.31
04:36:34 PM,19.74,-127.89,2.86,7.15,32.9,5.72,2.29,-22.32
04:36:34 PM,19.74,-127.89,1.72,6.87,32.04,5.72,2.29,-22.32
04:36:34 PM,19.74,-127.89,1.72,7.15,32.04,5.72,2.29,-22.32
04:36:34 PM,19.74,-127.89,2.29,6.87,32.04,5.72,2.29,-22.32
04:36:34 PM,19.74,-127.89,3.43,7.15,31.47,5.72,2.29,-22.32
04:36:34 PM,19.74,-121.59,4.86,8.01,31.76,5.72,2.86,-22.03
04:36:34 PM,30.04,-97.27,6.01,9.44,32.9,21.17,18.88,-9.44
04:36:34 PM,44.35,-75.24,7.72,10.59,34.9,46.06,38.91,11.44
04:36:34 PM,44.92,-69.24,10.3,12.02,36.91,49.5,42.63,22.6
04:36:34 PM,44.92,-69.24,11.44,13.45,37.48,49.5,42.63,23.17
04:36:34 PM,44.92,-69.24,12.87,14.59,37.19,49.5,42.63,23.17
04:36:34 PM,44.92,-69.24,12.3,15.16,36.05,49.5,42.63,23.17
04:36:34 PM,44.92,-69.24,11.16,15.74,34.9,49.5,42.63,23.17
04:36:34 PM,44.92,-72.38,10.3,16.31,34.33,49.5,42.63,23.17
04:36:34 PM,38.91,-82.4,9.16,17.45,34.05,44.35,35.48,19.17
04:36:34 PM,-3.43,-110.44,8.01,18.88,33.47,17.74,12.02,2.57
04:36:34 PM,-23.17,-115.3,5.72,20.03,32.62,1.43,-2.57,-12.59
04:36:34 PM,-23.46,-115.3,3.43,20.6,31.76,0.86,-3.15,-14.02
04:36:34 PM,-23.46,-115.3,1.14,19.45,30.61,0.86,-3.15,-14.02
04:36:34 PM,-23.46,-115.3,0.29,18.6,30.9,0.86,-3.15,-14.02
04:36:34 PM,-23.46,-115.3,0.86,18.02,31.76,0.86,-3.15,-14.31
04:36:34 PM,-23.46,-115.3,0,17.17,31.47,0.86,-3.15,-14.31
04:36:34 PM,-23.17,-120.16,-2,15.45,30.61,2.29,-0.57,-13.16
04:36:34 PM,-12.87,-132.18,-2.86,14.02,29.18,22.89,20.89,1.72
04:36:34 PM,5.72,-132.18,-1.72,13.45,29.47,41.48,39.77,22.6
04:36:34 PM,7.44,-130.75,-0.57,13.16,29.47,43.2,42.34,26.89
04:36:34 PM,7.72,-130.75,-0.29,13.16,28.9,43.2,42.63,26.89
04:36:34 PM,7.72,-130.75,-2,12.3,27.18,43.2,42.63,26.89
04:36:34 PM,7.72,-130.75,-5.72,11.44,24.89,43.2,42.63,26.89
04:36:34 PM,7.72,-131.61,-8.3,11.16,23.17,43.2,42.63,26.89
04:36:34 PM,6.87,-144.2,-9.44,11.44,22.89,43.2,42.06,26.61
04:36:34 PM,-14.02,-155.93,-10.01,12.3,23.75,32.9,29.47,16.88
04:36:34 PM,-50.35,-154.21,-12.02,12.87,23.75,4.29,4.29,-6.87
04:36:34 PM,-57.22,-154.5,-14.59,13.16,23.17,-3.43,-4.86,-18.02
04:36:34 PM,-57.22,-154.5,-15.45,13.16,23.17,-3.43,-4.86,-18.31
04:36:34 PM,-57.22,-154.5,-14.31,13.73,23.75,-3.43,-4.86,-18.31
04:36:34 PM,-57.22,-154.5,-14.02,13.73,24.03,-3.43,-4.86,-18.31
04:36:34 PM,-57.22,-154.5,-14.88,13.45,23.46,-3.43,-4.86,-18.31
04:36:34 PM,-57.22,-152.78,-15.74,13.45,22.89,-3.43,-4.86,-18.31
04:36:34 PM,-41.48,-108.72,-14.88,13.73,23.46,4.01,6.87,-10.3
04:36:34 PM,17.74,-38.91,-14.59,13.16,23.75,39.77,38.62,17.74
04:36:34 PM,38.62,-10.01,-13.73,11.73,23.17,51.5,51.5,38.62
04:36:34 PM,39.48,-8.3,-16.02,8.58,20.03,51.78,52.07,40.63
04:36:34 PM,39.48,-8.3,-19.74,4.58,15.74,51.78,52.07,40.63
04:36:34 PM,39.48,-8.3,-24.32,1.14,11.16,51.78,52.07,40.63
04:36:34 PM,39.48,-8.3,-28.32,-2,7.72,51.78,52.07,40.63
04:36:34 PM,39.48,-10.3,-32.62,-4.86,4.29,51.78,52.07,40.63
04:36:34 PM,38.05,-28.9,-36.91,-8.3,0.29,50.07,48.35,37.48
04:36:34 PM,13.45,-43.49,-40.91,-11.44,-2.86,23.46,22.03,11.44
04:36:34 PM,-4.01,-51.78,-46.63,-14.59,-7.15,-2,-2,-17.74
04:36:34 PM,-4.29,-52.07,-50.07,-16.31,-9.44,-4.01,-4.58,-24.6
04:36:34 PM,-4.29,-52.07,-50.35,-17.17,-9.44,-4.01,-4.58,-24.6
04:36:34 PM,-4.29,-52.07,-49.5,-16.88,-8.58,-4.01,-4.58,-24.6
04:36:34 PM,-4.29,-52.07,-48.64,-16.59,-7.44,-4.01,-4.58,-24.6
04:36:34 PM,-4.29,-52.07,-47.49,-16.59,-6.01,-4.01,-4.58,-24.6
04:36:34 PM,-4.01,-45.78,-46.06,-17.17,-5.44,-3.72,-4.01,-24.32
04:36:34 PM,4.01,-40.05,-45.78,-18.02,-5.72,10.01,10.01,-15.45
04:36:34 PM,18.02,-51.21,-44.63,-18.88,-5.44,31.76,25.46,0
04:36:34 PM,18.88,-53.5,-43.49,-19.45,-4.58,34.05,28.32,8.01
04:36:34 PM,18.88,-53.5,-43.77,-18.88,-4.58,34.05,28.04,8.3
04:36:34 PM,18.88,-53.5,-42.92,-17.74,-3.72,34.05,28.04,8.3
04:36:34 PM,18.88,-53.5,-42.92,-16.88,-3.43,34.05,28.04,8.3
04:36:34 PM,18.88,-53.5,-43.77,-16.31,-4.29,34.05,28.04,8.3
04:36:34 PM,18.88,-60.94,-44.06,-16.02,-4.58,34.05,28.04,8.3
04:36:34 PM,14.31,-77.25,-44.63,-14.88,-4.86,28.04,19.17,2.57
04:36:34 PM,-10.3,-84.97,-46.35,-14.88,-6.01,-0.29,-6.01,-16.88
04:36:34 PM,-18.31,-86.98,-49.21,-15.16,-7.15,-14.31,-19.74,-30.61
04:36:34 PM,-18.31,-86.98,-50.35,-16.02,-8.3,-14.59,-20.03,-30.9
04:36:34 PM,-18.31,-86.98,-52.07,-17.74,-10.01,-14.59,-20.03,-30.9
04:36:34 PM,-18.31,-86.98,-54.93,-20.03,-12.02,-14.59,-20.03,-30.9
04:36:34 PM,-18.31,-86.98,-56.36,-22.03,-14.02,-14.59,-20.03,-30.9
04:36:34 PM,-18.31,-85.26,-57.51,-23.75,-16.31,-14.59,-20.03,-30.9
04:36:34 PM,-14.88,-52.07,-58.36,-25.18,-17.74,-12.87,-17.17,-28.32
04:36:34 PM,19.45,5.72,-58.94,-26.04,-18.88,9.16,2.57,-5.44
04:36:34 PM,42.34,38.05,-57.51,-25.75,-17.74,27.18,20.6,20.89
04:36:34 PM,44.06,41.77,-55.79,-25.18,-16.88,28.61,23.17,26.04
04:36:34 PM,44.06,41.77,-55.22,-24.89,-16.88,28.61,23.46,26.04
04:36:34 PM,44.06,41.77,-57.51,-25.46,-18.88,28.61,23.46,26.04
04:36:34 PM,44.06,41.77,-60.08,-25.46,-20.31,28.61,23.17,26.04
04:36:34 PM,43.77,41.77,-60.65,-24.89,-20.31,28.61,23.17,26.04
04:36:34 PM,43.77,51.78,-60.94,-24.03,-20.03,28.61,22.89,25.75
04:36:34 PM,34.9,87.55,-61.51,-23.75,-20.03,19.17,13.45,18.88
04:36:34 PM,14.88,95.27,-63.23,-23.46,-21.17,0.29,-3.43,3.15
04:36:34 PM,12.59,94.41,-65.23,-24.03,-23.17,-2.86,-8.01,-2.86
04:36:34 PM,12.59,94.41,-66.66,-23.75,-24.03,-2.86,-8.01,-2.86
04:36:34 PM,12.59,94.41,-66.38,-23.17,-23.17,-2.86,-8.01,-2.86
04:36:34 PM,12.59,94.41,-64.09,-22.32,-21.74,-2.86,-8.01,-2.86
04:36:34 PM,12.59,94.99,-62.37,-22.03,-20.89,-2.86,-8.01,-2.86
04:36:34 PM,12.59,120.45,-60.94,-21.46,-20.31,-2.86,-8.01,-2.86
04:36:34 PM,21.74,179.96,-58.65,-20.03,-19.17,3.72,2,2.86
04:36:34 PM,49.78,202.56,-55.5,-18.6,-17.74,37.19,32.04,23.75
04:36:34 PM,56.36,204.56,-51.78,-17.45,-16.59,48.64,45.2,38.91
04:36:34 PM,56.36,204.56,-50.64,-17.17,-16.59,48.92,45.49,39.77
04:36:34 PM,56.36,204.56,-49.5,-16.88,-17.17,48.92,45.49,39.77
04:36:34 PM,56.36,204.56,-48.35,-16.31,-18.02,48.92,45.49,39.77
04:36:34 PM,56.36,204.85,-48.64,-16.59,-20.03,48.92,45.49,39.77
04:36:34 PM,56.36,204.85,-49.78,-16.88,-22.32,48.92,45.49,39.77
04:36:34 PM,55.22,205.14,-50.07,-17.45,-23.75,48.07,43.2,38.91
04:36:34 PM,28.9,222.02,-50.35,-17.74,-24.89,29.47,23.17,26.04
04:36:34 PM,8.3,241.18,-50.35,-17.17,-25.75,9.44,6.01,7.15
04:36:34 PM,7.72,242.9,-49.78,-16.02,-26.32,8.01,4.29,2
04:36:34 PM,7.72,242.9,-48.92,-15.74,-26.04,8.01,4.29,2
04:36:34 PM,7.72,242.9,-46.92,-14.02,-24.03,8.01,4.29,2
04:36:34 PM,7.72,242.9,-42.92,-11.16,-20.6,8.01,4.29,2
04:36:34 PM,7.72,251.2,-38.05,-8.58,-16.59,8.01,4.29,2
04:36:34 PM,8.01,291.82,-33.76,-6.29,-13.45,8.3,5.15,2.86
04:36:34 PM,18.88,313,-30.9,-5.15,-12.3,27.18,24.03,21.74
04:36:34 PM,37.19,314.43,-27.75,-4.58,-10.3,55.5,46.06,50.07
04:36:34 PM,38.34,314.43,-24.6,-4.58,-9.16,59.22,50.35,60.65
04:36:34 PM,38.34,314.43,-22.89,-4.86,-9.16,58.94,50.35,60.94
04:36:34 PM,38.34,314.43,-22.32,-4.58,-10.87,58.94,50.07,60.94
04:36:34 PM,38.05,314.14,-22.32,-4.58,-12.02,58.94,50.07,60.65
04:36:34 PM,38.34,314.14,-20.89,-3.72,-11.44,58.94,50.07,60.94
04:36:34 PM,38.34,314.43,-20.6,-2.86,-11.73,58.94,50.07,60.94
04:36:34 PM,32.9,312.71,-20.03,-1.72,-11.73,54.65,44.92,55.79
04:36:34 PM,-5.72,275.23,-20.31,-0.57,-12.59,26.61,20.6,25.75
04:36:34 PM,-21.46,233.75,-22.6,0,-13.45,9.73,3.43,1.14
04:36:34 PM,-21.46,231.46,-22.03,1.14,-12.3,9.16,2.86,-0.29
04:36:34 PM,-21.46,231.46,-20.31,2.29,-10.87,9.16,2.86,-0.29
04:36:34 PM,-21.46,231.46,-18.02,2.29,-10.3,9.16,2.86,-0.29
04:36:34 PM,-21.46,231.46,-16.59,1.72,-10.01,9.16,2.86,-0.29
04:36:34 PM,-21.46,236.89,-15.74,1.14,-10.3,9.16,2.86,-0.29
04:36:34 PM,-17.17,250.91,-14.31,-0.29,-10.87,12.3,8.01,2.86
04:36:34 PM,20.6,258.92,-13.16,-1.43,-11.16,39.48,35.76,20.6
04:36:34 PM,42.92,259.78,-10.59,-2,-10.59,54.07,54.36,38.34
04:36:34 PM,43.77,259.78,-8.58,-2.29,-9.73,54.65,56.36,41.48
04:36:34 PM,43.77,259.78,-7.44,-2.57,-10.01,54.65,56.36,41.48
04:36:34 PM,43.77,259.78,-7.15,-3.15,-10.59,54.93,56.36,41.48
04:36:34 PM,44.06,259.78,-8.01,-4.01,-12.59,54.93,56.65,41.48
04:36:34 PM,44.06,259.78,-10.3,-5.15,-14.88,54.93,56.65,41.48
04:36:34 PM,43.49,259.78,-10.01,-6.01,-15.45,54.65,56.08,41.48
04:36:34 PM,29.47,251.48,-10.87,-7.15,-16.02,44.35,43.49,34.9
04:36:34 PM,9.73,217.72,-12.3,-7.72,-16.59,18.31,20.6,21.17
04:36:34 PM,8.3,209.14,-12.59,-7.72,-17.17,13.16,15.16,16.31
04:36:34 PM,8.3,209.14,-11.73,-7.44,-17.45,12.87,15.16,16.31
04:36:34 PM,8.3,209.14,-10.01,-6.87,-17.17,12.87,15.16,16.31
04:36:34 PM,8.3,209.14,-8.01,-6.58,-15.74,12.87,15.16,16.31
04:36:34 PM,8.3,209.14,-6.58,-6.58,-15.16,12.87,15.16,16.31
04:36:34 PM,8.3,206.85,-6.58,-7.44,-16.02,12.87,15.16,16.31
04:36:34 PM,6.29,191.12,-7.15,-7.15,-16.88,15.16,17.17,20.03
04:36:34 PM,1.43,179.1,-5.72,-6.58,-16.59,28.61,25.75,36.34
04:36:34 PM,2.86,178.53,-3.72,-6.87,-16.31,35.19,32.33,52.64
04:36:34 PM,2.86,178.53,-3.43,-7.44,-17.74,35.19,32.33,53.79
04:36:34 PM,2.86,178.53,-4.01,-7.44,-19.45,35.19,32.33,53.79
04:36:34 PM,2.86,178.53,-5.15,-6.87,-20.89,35.19,32.33,53.5
04:36:34 PM,2.86,178.24,-6.58,-6.29,-22.6,35.19,32.33,53.5
04:36:34 PM,2.86,178.24,-6.87,-6.01,-23.75,35.19,32.04,53.5
04:36:34 PM,2.29,178.24,-7.44,-5.44,-24.89,34.62,31.47,53.22
04:36:34 PM,-16.59,169.37,-7.15,-4.29,-26.04,19.45,17.17,41.48
04:36:34 PM,-33.47,152.49,-8.87,-3.72,-28.32,0.29,0,18.02
04:36:34 PM,-34.05,150.2,-10.01,-3.43,-29.47,-0.86,-1.72,10.87
04:36:34 PM,-34.05,150.2,-10.59,-2.86,-29.75,-0.86,-1.72,10.87
04:36:34 PM,-34.05,150.2,-10.59,-2.29,-29.47,-0.86,-1.72,10.87
04:36:34 PM,-34.05,150.2,-8.87,-1.14,-28.9,-0.86,-1.72,10.87
04:36:34 PM,-33.76,152.49,-7.15,0,-28.04,-0.86,-1.72,10.87
04:36:34 PM,-33.76,183.96,-5.15,0.57,-26.89,-0.57,-0.29,12.87
04:36:34 PM,-14.59,223.45,-3.15,1.72,-25.46,21.74,26.89,37.19
04:36:34 PM,21.46,236.61,-0.57,3.72,-22.89,55.5,56.93,61.23
04:36:34 PM,25.46,237.18,3.15,6.58,-19.17,60.08,62.66,67.23
04:36:34 PM,25.46,236.89,5.15,9.44,-16.31,60.08,62.66,67.23
04:36:34 PM,25.46,236.89,6.29,11.44,-14.02,60.08,62.66,67.23
04:36:34 PM,25.46,236.89,6.58,12.87,-13.45,60.08,62.66,67.23
04:36:34 PM,25.46,236.89,7.15,14.59,-12.02,59.8,62.66,67.23
04:36:34 PM,25.46,236.89,8.87,16.59,-9.44,60.08,62.66,67.23
04:36:34 PM,22.89,233.75,8.01,17.17,-9.44,56.93,57.79,63.8
04:36:34 PM,4.58,201.99,7.15,17.45,-9.44,34.33,34.62,40.05
04:36:34 PM,-3.15,179.1,5.44,18.02,-9.44,19.17,19.45,19.74
04:36:34 PM,-3.15,178.53,5.15,18.31,-8.87,18.6,18.6,18.02
04:36:34 PM,-3.15,178.53,6.01,18.02,-8.01,18.6,18.6,18.02
04:36:34 PM,-3.15,178.53,8.58,18.31,-6.29,18.6,18.6,18.02
04:36:34 PM,-3.15,178.53,10.3,18.02,-4.01,18.6,18.6,18.02
04:36:34 PM,-3.15,178.53,11.16,18.02,-2.29,18.6,18.6,18.02
04:36:34 PM,0,178.24,12.3,18.6,-0.57,21.74,22.6,20.03
04:36:34 PM,34.33,182.82,13.73,18.6,0.57,49.21,43.49,32.04
04:36:34 PM,66.66,184.25,15.45,17.17,1.14,69.81,62.94,52.07
04:36:34 PM,68.66,184.25,14.02,14.31,-0.29,70.95,65.23,55.5
04:36:34 PM,68.95,184.54,13.45,12.3,-2.57,71.24,65.23,55.5
04:36:34 PM,68.95,184.54,11.44,10.3,-5.44,71.24,65.23,55.79
04:36:34 PM,68.95,184.54,9.44,8.58,-8.01,71.24,65.23,55.79
04:36:34 PM,68.95,184.54,7.44,7.44,-9.73,71.24,65.52,55.79
04:36:34 PM,68.95,181.39,4.86,6.29,-11.73,71.24,64.95,55.5
04:36:34 PM,53.22,140.19,1.72,5.44,-13.45,56.93,46.35,40.63
04:36:34 PM,10.87,80.97,-3.43,3.72,-15.74,18.88,11.16,7.15
04:36:34 PM,1.72,67.23,-8.01,2,-18.31,9.44,0.57,-5.72
04:36:34 PM,1.72,67.23,-9.73,1.72,-18.88,9.44,0.57,-5.72
04:36:34 PM,1.72,67.23,-10.87,1.43,-17.74,9.44,0.57,-5.72
04:36:34 PM,1.72,67.23,-12.02,1.14,-17.17,9.44,0.57,-5.72
04:36:34 PM,1.72,67.23,-11.16,1.43,-16.59,9.44,0.57,-5.72
04:36:34 PM,1.72,68.66,-9.73,2.29,-16.59,9.44,0.57,-5.72
04:36:34 PM,8.3,79.25,-7.72,2.86,-15.74,19.17,12.59,1.14
04:36:34 PM,30.9,83.54,-5.44,3.72,-14.31,50.35,40.63,22.89
04:36:34 PM,36.91,85.26,-1.43,5.44,-11.44,59.8,52.07,38.91
04:36:34 PM,36.91,85.26,1.72,7.44,-9.44,59.8,52.36,39.77
04:36:34 PM,36.91,85.26,4.01,8.87,-8.3,59.8,52.36,39.77
04:36:34 PM,36.91,85.26,5.44,10.01,-7.15,59.8,52.36,39.77
04:36:34 PM,36.91,85.26,6.58,11.73,-6.01,59.8,52.36,39.77
04:36:34 PM,36.62,84.97,6.87,13.16,-4.86,59.8,52.36,39.77
04:36:34 PM,35.48,70.38,7.72,13.45,-4.29,58.65,49.78,38.05
04:36:34 PM,9.16,33.47,10.01,15.16,-2.29,36.91,30.04,21.46
04:36:34 PM,-9.44,15.74,12.02,17.17,-1.14,15.74,12.87,1.43
04:36:34 PM,-9.73,15.16,14.31,19.17,0.57,14.59,11.16,-2.86
04:36:34 PM,-9.73,15.16,16.88,20.31,2.29,14.59,11.16,-2.86
04:36:34 PM,-9.73,15.16,19.17,20.6,4.01,14.59,11.16,-2.86
04:36:34 PM,-10.01,15.16,22.32,21.46,6.01,14.59,11.16,-2.86
04:36:34 PM,-10.01,15.16,24.03,21.17,7.44,14.59,11.16,-2.86
04:36:34 PM,-9.73,17.17,24.89,20.6,8.3,14.88,12.3,-2.57
04:36:34 PM,5.72,21.46,25.18,20.03,8.58,31.19,30.33,6.01
04:36:34 PM,30.33,24.32,26.04,19.45,9.16,50.93,48.92,22.32
04:36:34 PM,32.04,23.75,26.32,18.31,9.16,52.93,52.07,30.33
04:36:34 PM,32.04,23.75,24.6,17.17,7.72,52.93,51.78,30.33
04:36:34 PM,32.04,23.75,22.89,16.31,6.87,52.93,51.78,30.33
04:36:34 PM,32.04,23.75,20.03,15.16,5.15,52.93,51.78,30.33
04:36:34 PM,31.76,23.46,16.88,14.59,3.43,52.64,51.78,30.33
04:36:34 PM,31.76,22.03,16.02,14.31,2.86,52.64,51.5,30.04
04:36:34 PM,17.74,-4.29,14.31,14.02,2.29,45.78,42.63,22.03
04:36:34 PM,-34.05,-38.34,11.44,13.45,0.57,18.02,17.45,-4.29
04:36:34 PM,-48.35,-45.78,7.44,12.02,-2,4.58,4.29,-20.6
04:36:34 PM,-48.35,-45.78,4.86,11.16,-4.29,4.29,3.72,-21.74
04:36:34 PM,-48.35,-45.78,3.72,10.01,-5.72,4.29,3.72,-21.74
04:36:34 PM,-48.35,-45.78,3.43,9.44,-6.87,4.29,3.72,-21.74
04:36:34 PM,-48.35,-45.78,3.72,9.16,-6.87,4.29,3.72,-21.74
04:36:34 PM,-48.35,-45.78,3.43,8.58,-8.01,4.29,3.72,-21.74
04:36:34 PM,-46.63,-40.05,3.43,8.01,-9.16,7.15,7.72,-18.6
04:36:34 PM,-18.88,-13.16,4.86,6.87,-10.01,34.33,32.33,6.87
04:36:34 PM,4.29,-0.29,6.87,6.01,-9.73,51.78,50.64,32.04
04:36:34 PM,5.72,0.57,9.44,5.44,-9.44,52.93,52.64,35.76
04:36:34 PM,6.01,0.57,9.44,4.29,-10.59,52.93,52.64,35.76
04:36:34 PM,5.72,0.57,7.72,3.72,-13.45,52.93,52.64,35.76
04:36:34 PM,5.72,0.57,7.44,4.01,-15.45,52.93,52.64,35.76
04:36:34 PM,6.01,0.57,6.87,3.72,-17.17,52.93,52.64,35.76
04:36:34 PM,5.44,-6.01,4.86,2.57,-19.74,52.93,52.36,35.76
04:36:34 PM,-5.15,-30.33,3.72,2.57,-21.46,42.63,40.34,29.75
04:36:34 PM,-12.87,-34.62,2,2.57,-23.46,18.31,17.45,12.02
04:36:34 PM,-13.73,-34.9,0.29,2.57,-24.6,11.16,7.72,0.86
04:36:34 PM,-13.73,-34.9,0,2.57,-24.89,11.16,7.72,0.57
04:36:34 PM,-13.73,-34.9,-0.86,2.57,-25.18,11.16,7.72,0.57
04:36:34 PM,-13.73,-34.9,1.14,3.43,-23.17,11.16,7.72,0.57
04:36:34 PM,-13.73,-34.9,3.43,3.43,-22.6,11.16,7.72,0.57
04:36:34 PM,-13.73,-33.19,5.72,4.01,-21.46,11.16,8.01,0.57
04:36:34 PM,-1.14,-6.01,7.72,4.58,-20.6,21.74,19.74,6.58
04:36:34 PM,25.46,2.86,8.58,4.86,-19.45,47.21,39.2,21.46
04:36:34 PM,29.75,2.86,11.44,5.15,-18.6,53.22,46.06,35.76
04:36:34 PM,29.75,2.86,10.59,4.01,-19.74,53.22,46.06,36.91
04:36:34 PM,29.75,2.86,10.87,3.15,-20.03,53.22,46.06,36.91
04:36:34 PM,29.75,3.15,10.87,2.57,-20.31,53.5,46.35,36.91
04:36:34 PM,29.75,3.15,8.58,1.14,-22.32,53.5,46.35,36.91
04:36:34 PM,29.75,2.29,7.44,0,-23.46,53.5,46.35,36.91
04:36:34 PM,28.32,-17.45,6.29,-0.29,-24.89,51.5,42.63,34.62
04:36:34 PM,2.57,-45.78,4.86,-0.57,-25.75,26.32,16.59,12.59
04:36:34 PM,-15.45,-58.36,2.29,-1.14,-27.18,2.86,-4.29,-11.44
04:36:34 PM,-15.74,-58.65,0,-2,-29.18,1.43,-6.01,-16.31
04:36:34 PM,-15.74,-58.65,-0.86,-2.57,-30.33,1.43,-6.01,-16.31
